,Name,Review Count,Category,Sub Category,Address,City,Zip Code,Phone number,Yelp Domain
612,Taco-Mex,153 reviews,Mexican,,2611 Manor Rd ,Austin,78722,(512) 524-0860,https://www.yelp.com/biz/taco-mex-austin?hrid=ty83A6W-eKcuqa7U7yzQbA&osq=Restaurants
613,Papa Joe's Tex-Mex,9 reviews,Tex-Mex,Mexican,917 Springdale Rd ,Austin,78702,(512) 385-4000,https://www.yelp.com/biz/papa-joes-tex-mex-austin-2?hrid=2sJ37j6Slcz8-MX0KfdMGg&osq=Restaurants
614,Kerlin BBQ,184 reviews,Barbeque,Food Trucks,1700 E Cesar Chavez ,Austin,78702,(512) 412-5588,https://www.yelp.com/biz/kerlin-bbq-austin?hrid=sSSkJ1RROMWgxTUjyGoDxw&osq=Restaurants
615,Flour and Vine,175 reviews,American (New),Southern,300 S Lamar Blvd ,Austin,78704,(512) 474-4846,https://www.yelp.com/biz/flour-and-vine-austin?hrid=WKP6WHu91RpuwDXsAF9f0g&osq=Restaurants
616,Llama's Peruvian Creole,234 reviews,Street Vendors,Peruvian,611 Trinity St ,Austin,78701,(512) 529-4444,https://www.yelp.com/biz/llamas-peruvian-creole-austin-3?hrid=MduCFOJEJ-dvr-dBPaQXHw&osq=Restaurants
617,Halal Time,54 reviews,Food Trucks,Halal,1501 E 6th St ,Austin,78702,(512) 750-3746,https://www.yelp.com/biz/halal-time-austin?hrid=DYEn_VYZsLzRN5K4oiYKfA&osq=Restaurants
618,G'Raj Mahal Cafe & Lounge,415 reviews,Indian,Vegetarian,73 Rainey St ,Austin,78701,(512) 480-2255,https://www.yelp.com/biz/graj-mahal-cafe-and-lounge-austin?hrid=B5ipPE3FnEsi4HGjkt7fjQ&osq=Restaurants
619,Garbo's,336 reviews,Seafood,,14735 Bratton Ln ,Austin,78728,(512) 350-9814,https://www.yelp.com/biz/garbos-austin-4?hrid=twjkthrbyEOD1kxnf6ZYfw&osq=Restaurants
620,Pinthouse Pizza,743 reviews,Pizza,Breweries,4729 Burnet Rd ,Austin,78756,(512) 436-9605,https://www.yelp.com/biz/pinthouse-pizza-austin?hrid=JO7KruZQAvFoqEZBn5CYcw&osq=Restaurants
621,Lucy's Fried Chicken,780 reviews,American (New),Chicken Wings,2218 College Ave ,Austin,78704,(512) 297-2423,https://www.yelp.com/biz/lucys-fried-chicken-austin-2?hrid=wbhcVQW_f2OUWav4CGFLKQ&osq=Restaurants
622,Foxhole Culinary Tavern,441 reviews,American (New),Desserts,13995 N Hwy 183 ,Austin,78717,(512) 386-1354,https://www.yelp.com/biz/foxhole-culinary-tavern-austin?hrid=pq5hrbYKF8IRdQNLYm5Xdw&osq=Restaurants
623,Sap's Fine Thai Cuisine,274 reviews,Thai,,5800 Burnet Rd ,Austin,78756,(512) 419-7244,https://www.yelp.com/biz/saps-fine-thai-cuisine-austin-2?hrid=rXAjpY1VonGtlwXBG5H3zw&osq=Restaurants
624,Red's Porch,831 reviews,Southern,Cajun/Creole,3508 S Lamar Blvd ,Austin,78704,(512) 440-7337,https://www.yelp.com/biz/reds-porch-austin?hrid=xyTOS_Sr5rayV-IGmn0EAg&osq=Restaurants
625,Black's BBQ,329 reviews,Barbeque,,3110 Guadalupe St ,Austin,78705,(512) 524-0801,https://www.yelp.com/biz/blacks-bbq-austin?hrid=ZDrCYPhiyJYP67111bveeA&osq=Restaurants
626,Thistle Cafe,51 reviews,American (Traditional),,221 W 6th St ,Austin,78701,(512) 474-5222,https://www.yelp.com/biz/thistle-cafe-austin-4?hrid=SA2jZL3kesjMafG_9NObvA&osq=Restaurants
627,Granny's Tacos,54 reviews,Food Trucks,Tacos,1401 E 7th St ,Austin,78702,(512) 964-5068,https://www.yelp.com/biz/grannys-tacos-austin?hrid=pUhOKbut9eGYDIEukjObsA&osq=Restaurants
628,OneTaco - an urban taqueria,199 reviews,Mexican,Breakfast & Brunch,12200 Research Blvd ,Austin,78759,(512) 258-5525,https://www.yelp.com/biz/onetaco-an-urban-taqueria-austin-2?hrid=KA7IBZTZeY35sYETGL8oLw&osq=Restaurants
629,Elizabeth Street Cafe,1022 reviews,Vietnamese,French,1501 S 1st St ,Austin,78704,(512) 291-2881,https://www.yelp.com/biz/elizabeth-street-cafe-austin?hrid=h8uUNZ9vGHfUVZjBZRcbag&osq=Restaurants
630,Second Bar + Kitchen,79 reviews,American (New),Cocktail Bars,3121 Palm Way ,Austin,78758,(737) 300-4800,https://www.yelp.com/biz/second-bar-kitchen-austin-3?hrid=jToAzxypSbmh56h6UnbTpw&osq=Restaurants
631,Chen Z Noodle House,153 reviews,Chinese,,6705 W Hwy 290 ,Austin,78735,(512) 892-8888,https://www.yelp.com/biz/chen-z-noodle-house-austin?hrid=wP1v7__viaM57WVBhkp2QQ&osq=Restaurants
632,Kebabalicious,150 reviews,Turkish,,1311 E 7th St ,Austin,78702,(512) 394-6562,https://www.yelp.com/biz/kebabalicious-austin-3?hrid=O_D2O4ntNYUb5rdoMYx4_g&osq=Restaurants
633,Maudie's Milagro,237 reviews,Tex-Mex,,3801 N Capital Of Texas Hwy ,Austin,78746,(512) 306-8080,https://www.yelp.com/biz/maudies-milagro-austin?hrid=M4Ge5I7Xy8cXbHU7AAGyBQ&osq=Restaurants
634,El Naranjo,314 reviews,Mexican,,85 Rainey St ,Austin,78701,(512) 474-2776,https://www.yelp.com/biz/el-naranjo-austin?hrid=G8mggqabrY8VBzQR1aV_yg&osq=Restaurants
635,Baguette House,314 reviews,Vietnamese,Sandwiches,10901 N Lamar Blvd ,Austin,78753,(512) 837-9100,https://www.yelp.com/biz/baguette-house-austin?hrid=-R3tKfjiwfIs7QkTcVfG4g&osq=Restaurants
636,Way South Philly,261 reviews,Cheesesteaks,Food Trucks,1209 E 6th St ,Austin,78702,(512) 771-6969,https://www.yelp.com/biz/way-south-philly-austin?hrid=_m9rBcp25IOW_N5DfCM0Zg&osq=Restaurants
637,Brick Oven on 35th,164 reviews,Pizza,Gluten-Free,1608 W 35th St ,Austin,78703,(512) 453-4330,https://www.yelp.com/biz/brick-oven-on-35th-austin?hrid=h99Uh9QKWHJckekAXwn7PQ&osq=Restaurants
638,SquareRut Kava Bar,25 reviews,Lounges,Cafes,1601 Barton Springs Rd ,Austin,78704,(512) 382-9293,https://www.yelp.com/biz/squarerut-kava-bar-austin-5?hrid=EMm1GwOhTK5PAKKMPZciag&osq=Restaurants
639,The Hot Box Diner,40 reviews,Food Trucks,Chicken Wings,805 Stark St ,Austin,78756,(512) 593-1269,https://www.yelp.com/biz/the-hot-box-diner-austin-17?hrid=yVqk3x7v49ywdIqyoFZaDA&osq=Restaurants
640,Ernie's Tex Mex,8 reviews,Mexican,Breakfast & Brunch,2105 S Congress Ave ,Austin,78704,,https://www.yelp.com/biz/ernies-tex-mex-austin?hrid=D8UqdcE6nXYfdQ1GmZU8Sg&osq=Restaurants
641,First Chinese Barbecue,368 reviews,Chinese,Barbeque,10901 N Lamar Blvd ,Austin,78753,(512) 835-8889,https://www.yelp.com/biz/first-chinese-barbecue-austin?hrid=DRGrGe2e1hqB9SxbUab60g&osq=Restaurants
642,Marcelino Pan Y Vino,50 reviews,Mexican,,901 Tillery St ,Austin,78702,(512) 926-1709,https://www.yelp.com/biz/marcelino-pan-y-vino-austin?hrid=pJYiI4ZQHAFATQA2yGBFHg&osq=Restaurants
643,Tea Haus,304 reviews,Coffee & Tea,Cafes,2525 W Anderson Ln ,Austin,78757,(512) 291-6681,https://www.yelp.com/biz/tea-haus-austin?hrid=lLJRHFHkrYjazzskZDLMBA&osq=Restaurants
644,P. Terry's Burger Stand,32 reviews,Fast Food,Burgers,5701 N IH-35 ,Austin,78745,(512) 420-9984,https://www.yelp.com/biz/p-terrys-burger-stand-austin-17?hrid=sxUAUeT_jsfYFsknADkglw&osq=Restaurants
645,Sarah's Mediterranean Grill & Market,443 reviews,Greek,Mediterranean,5222 Burnet Rd ,Austin,78756,(512) 419-7605,https://www.yelp.com/biz/sarahs-mediterranean-grill-and-market-austin?hrid=WpqavXhGV85-sDhk0MPS7w&osq=Restaurants
646,Taco More,157 reviews,Mexican,,2015 E Riverside Dr ,Austin,78741,(512) 916-8888,https://www.yelp.com/biz/taco-more-austin-3?hrid=xRww0I09ffr6YaUQX9ghCw&osq=Restaurants
647,Las Cazuelas Mexican Restaurant,295 reviews,Mexican,,1701 E Cesar Chavez St ,Austin,78702,(512) 479-7911,https://www.yelp.com/biz/las-cazuelas-mexican-restaurant-austin-2?hrid=kYYwAMLZzn0SoRJ44c7oQw&osq=Restaurants
648,Tarka Indian Kitchen,418 reviews,Indian,Gluten-Free,2525 W Anderson Ln ,Austin,78757,(512) 323-0955,https://www.yelp.com/biz/tarka-indian-kitchen-austin-2?hrid=JkkBliuN24DMFrFBYyqbrQ&osq=Restaurants
649,2N1 Salad Bar and Grill,41 reviews,Salad,Cheesesteaks,901 W Braker Ln ,Austin,78758,(737) 484-0909,https://www.yelp.com/biz/2n1-salad-bar-and-grill-austin-3?hrid=02ipW1Go39CrU0ekY9lqqw&osq=Restaurants
650,Pappasito's Cantina,391 reviews,Tex-Mex,Seafood,6513 I-35 N ,Austin,78752,(512) 459-9214,https://www.yelp.com/biz/pappasitos-cantina-austin?hrid=m3FSp9jsdSwwWoS_04qX_w&osq=Restaurants
651,Thai Spice Cafe,73 reviews,Thai,,3600 N Capital Of Texas Hwy ,Austin,78746,(512) 330-0203,https://www.yelp.com/biz/thai-spice-cafe-austin?hrid=hDy6UNB3oQ6ZG7-LMIXsKA&osq=Restaurants
652,Scholz Garten,221 reviews,Sports Bars,Burgers,1607 San Jacinto Blvd ,Austin,78701,(512) 474-1958,https://www.yelp.com/biz/scholz-garten-austin?hrid=dkDoYIKfuN8Y5wU8DdSsvQ&osq=Restaurants
653,Austin Terrier,276 reviews,Sandwiches,Pizza,3435 Greystone Dr ,Austin,78731,(512) 369-3751,https://www.yelp.com/biz/austin-terrier-austin?hrid=0fsZNZA34TsaMUBQXmHsrw&osq=Restaurants
654,Bombay To Kathmandu Kitchen,94 reviews,Indian,Himalayan/Nepalese,9616 N Lamar Blvd ,Austin,78753,(512) 490-6432,https://www.yelp.com/biz/bombay-to-kathmandu-kitchen-austin?hrid=hIN60hS0s_i1JEHejGZBmg&osq=Restaurants
655,Mi Cabana,12 reviews,Mexican,,4118 S Ih 35 ,Austin,78745,(512) 784-7374,https://www.yelp.com/biz/mi-cabana-austin?hrid=_hNXOnlwahqPiohw0suA0A&osq=Restaurants
656,Phara's Mediterranean Cuisine,313 reviews,Mediterranean,Hookah Bars,111 E North Loop Blvd ,Austin,78751,(512) 632-7067,https://www.yelp.com/biz/pharas-mediterranean-cuisine-austin?hrid=6Sec2Gd41F18_iIvy6zENw&osq=Restaurants
657,Eddie V's Prime Seafood,345 reviews,Seafood,Steakhouses,9400 B Arboretum Blvd ,Austin,78759,(512) 342-2642,https://www.yelp.com/biz/eddie-vs-prime-seafood-austin-5?hrid=ffkTvI-G-1uSbD3_Rth5pw&osq=Restaurants
658,El Tacorrido,121 reviews,Mexican,,9320 N Lamar Blvd ,Austin,78753,(512) 873-8602,https://www.yelp.com/biz/el-tacorrido-austin?hrid=zvx6XxAdgD0fyUKg4ILU_Q&osq=Restaurants
659,MOD Pizza,174 reviews,Pizza,Fast Food,1801 E 51st St ,Austin,78723,(512) 687-2670,https://www.yelp.com/biz/mod-pizza-austin-2?hrid=yvzcjwbEbdEJZAjNUdacxQ&osq=Restaurants
660,Tortilleria Rio Grande,91 reviews,Mexican,,900 E Braker Ln ,Austin,78753,(512) 973-9696,https://www.yelp.com/biz/tortilleria-rio-grande-austin?hrid=cD9UKZIpwNvYZGrZErefSA&osq=Restaurants
661,Holy Taco!,15 reviews,Food Trucks,Latin American,2908 Fruth St ,Austin,78705,(512) 657-8708,https://www.yelp.com/biz/holy-taco-austin?hrid=47la4gwg7pUe7cQEhSJ_vw&osq=Restaurants
662,More Home Slice Pizza,401 reviews,Pizza,,1421 S Congress Ave ,Austin,78704,(512) 444-7437,https://www.yelp.com/biz/more-home-slice-pizza-austin-3?hrid=YL5O64pAY4U3hUHMZC4Y2g&osq=Restaurants
663,Haymaker,378 reviews,American (New),Sandwiches,2310 Manor Rd ,Austin,78722,(512) 243-6702,https://www.yelp.com/biz/haymaker-austin?hrid=Gd5Ap9IXtECBgdQCIqRiVQ&osq=Restaurants
664,Pacific Rim Sushi & Yakitori Lounge,156 reviews,Sushi Bars,Sports Bars,9070 Research Blvd ,Austin,78758,(512) 458-8881,https://www.yelp.com/biz/pacific-rim-sushi-and-yakitori-lounge-austin-3?hrid=SZ9zrWqdg-7niJmtfy6cCQ&osq=Restaurants
665,House Pizzeria,511 reviews,Pizza,,5111 Airport Blvd ,Austin,78751,(512) 600-4999,https://www.yelp.com/biz/house-pizzeria-austin?hrid=XYLC3HzI69hAqWgeWYTQMg&osq=Restaurants
666,Taco Joint,304 reviews,Mexican,,2807 San Jacinto Blvd ,Austin,78705,(512) 473-8223,https://www.yelp.com/biz/taco-joint-austin-2?hrid=HmlKv4gN7SEybY-_Mg_v4Q&osq=Restaurants
667,Thai Kun,255 reviews,Thai,,11601 Rock Rose Ave ,Austin,78758,(512) 719-3332,https://www.yelp.com/biz/thai-kun-austin-2?hrid=JyjfaonQEjSRiKqJJYS6gA&osq=Restaurants
668,Tita's,14 reviews,Food Trucks,Mexican,5000 Burnet Rd ,Austin,78756,(512) 897-4598,https://www.yelp.com/biz/titas-austin?hrid=0NhBh8cIMAOT9XWKOBRCdg&osq=Restaurants
669,Driskill Grill,175 reviews,American (New),,604 Brazos St ,Austin,78701,(512) 391-7162,https://www.yelp.com/biz/driskill-grill-austin?hrid=uWOKw4FEfgRRcg0TblNRuA&osq=Restaurants
670,Estancia Churrascaria,420 reviews,Steakhouses,Brazilian,10000 Research Blvd ,Austin,78759,(512) 345-5600,
671,Takoba,702 reviews,Mexican,Lounges,1411 E 7th St ,Austin,78702,(512) 628-4466,https://www.yelp.com/biz/takoba-austin?hrid=GlNf2SKTOwz4I1JVjUaGnA&osq=Restaurants
672,Mikado Ryotei,367 reviews,Sushi Bars,Japanese,9033 Research Blvd ,Austin,78758,(512) 833-8188,https://www.yelp.com/biz/mikado-ryotei-austin?hrid=3pbg1WvSoCmMflo2YfxDDQ&osq=Restaurants
673,Shu Shu's Asian Cuisine,336 reviews,Chinese,Asian Fusion,8303 Burnet Rd ,Austin,78757,(512) 291-3002,https://www.yelp.com/biz/shu-shus-asian-cuisine-austin?hrid=YjR--F_IU6owLTt4dtDw1Q&osq=Restaurants
674,Pour House Pints And Pies,306 reviews,Pizza,Pubs,11835 Jollyville Rd ,Austin,78759,(512) 270-4740,https://www.yelp.com/biz/pour-house-pints-and-pies-austin?hrid=_dRzphmzhD5hZnouOr0iJw&osq=Restaurants
675,Hoboken Pie,405 reviews,Pizza,Vegan,718 Red River St ,Austin,78701,(512) 477-4256,https://www.yelp.com/biz/hoboken-pie-austin?hrid=szLbgNSUJc716oe-Qbp1Mg&osq=Restaurants
676,360 Pizza,185 reviews,Pizza,Desserts,6203 N Capital Of Texas Hwy ,Austin,78731,(512) 428-4788,https://www.yelp.com/biz/360-pizza-austin-7?hrid=cv_56YJy3fVDgUZt6upGKA&osq=Restaurants
677,Green Lunch,11 reviews,Salad,Food Delivery Services, ,Austin,78701,(512) 387-4634,https://www.yelp.com/biz/green-lunch-austin?hrid=f9gnfBPtA84iTZ2XlSd8bQ&osq=Restaurants
678,Jo's Coffee,642 reviews,Coffee & Tea,Sandwiches,1300 S Congress Ave ,Austin,78704,(512) 444-3800,https://www.yelp.com/biz/jos-coffee-austin?hrid=vC1y5Z2tdk3hgBAoz7REdQ&osq=Restaurants
679,El Norteno Pollos Asados,12 reviews,Food Trucks,Mexican,4925 Craigwood Dr ,Austin,78725,,https://www.yelp.com/biz/el-norteno-pollos-asados-austin-3?hrid=XtFUGlKUA8WfQyaNonalUQ&osq=Restaurants
680,Hyde Park Bar & Grill Central,548 reviews,American (Traditional),Bars,4206 Duval St ,Austin,78751,(512) 458-3168,https://www.yelp.com/biz/hyde-park-bar-and-grill-central-austin-2?hrid=ydlo9j4crypmfbbnDl7nYw&osq=Restaurants
681,Cafe 605,10 reviews,Cafes,Breakfast & Brunch,605 Davis St ,Austin,78701,(877) 202-2191,https://www.yelp.com/biz/cafe-605-austin?hrid=gEvWpd_ZJNI-Y9pd9Z8ygg&osq=Restaurants
682,House Park Bar-B-Q,75 reviews,Barbeque,Mexican,900 W 12th St ,Austin,78703,(512) 472-9621,https://www.yelp.com/biz/house-park-bar-b-q-austin?hrid=rKtw8oOeL6K2_UrgilHqIw&osq=Restaurants
683,Fresh Heim,247 reviews,Salad,Steakhouses,13776 N Hwy 183 ,Austin,78750,(512) 258-1833,https://www.yelp.com/biz/fresh-heim-austin-2?hrid=ukIiog5oRw7T0K7S0rS6Wg&osq=Restaurants
684,Taco More,266 reviews,Tacos,,9414 Parkfield Dr ,Austin,78758,(512) 821-1561,https://www.yelp.com/biz/taco-more-austin-2?hrid=yw5unW8wppLaJ4IRtXxq9A&osq=Restaurants
685,Lucy's Fried Chicken,295 reviews,American (Traditional),Comfort Food,2900 Ranch Road 620 N ,Austin,78734,(512) 297-2771,https://www.yelp.com/biz/lucys-fried-chicken-austin-5?hrid=zWckjoukSjl6Sgaoj97GVA&osq=Restaurants
686,Lua Brazil,7 reviews,Brazilian,,2600 E Cesar Chavez St ,Austin,78702,(512) 850-6677,https://www.yelp.com/biz/lua-brazil-austin?hrid=ClE0-zInBd3HgUTndXLfFA&osq=Restaurants
687,IM Thai Cuisine,368 reviews,Thai,,5207 Brodie Ln ,Austin,78745,(512) 892-2744,https://www.yelp.com/biz/im-thai-cuisine-austin-2?hrid=Nlbh8BlcLX8TuSkxUukYvg&osq=Restaurants
688,Booty Loco's,16 reviews,Food Trucks,Tacos,,Austin,,(925) 302-6594,https://www.yelp.com/biz/booty-locos-austin?hrid=enaJJe7JPs4qVCq3p5GdYg&osq=Restaurants
689,Mandola's Italian,749 reviews,Italian,Pizza,4700 W Guadalupe St ,Austin,78751,(512) 419-9700,https://www.yelp.com/biz/mandolas-italian-market-austin?hrid=znNsphFPhcuWw8cRG-qnKQ&osq=Restaurants
690,El Sunzal Restaurant,82 reviews,Salvadoran,,642 Calles St ,Austin,78702,(512) 474-7749,https://www.yelp.com/biz/el-sunzal-restaurant-austin-2?hrid=nR0n-LyvA0H9bzFDrlY_Ug&osq=Restaurants
691,The Midway Food Park,90 reviews,Food Court,,1905 S Capital Of Texas Hwy ,Austin,78746,,https://www.yelp.com/biz/the-midway-food-park-austin-2?hrid=VLlxgDE6YHNkovD3-13YJg&osq=Restaurants
692,El Secreto De Abuela,36 reviews,Mexican,Tex-Mex,817 Airport Blvd ,Austin,78702,(512) 389-2227,https://www.yelp.com/biz/el-secreto-de-abuela-austin?hrid=8jSX0ZqveJZsp83vXgblpQ&osq=Restaurants
693,Wasota African Cuisine,168 reviews,African,Vegetarian,1112 E 11th St ,Austin,78702,(512) 565-3864,https://www.yelp.com/biz/wasota-african-cuisine-austin?hrid=f0oY7-94FD817Rn66MB0Cw&osq=Restaurants
694,Tacos Guerrero,102 reviews,Mexican,Food Trucks,96 Pleasant Valley Rd ,Austin,78702,(512) 939-2308,https://www.yelp.com/biz/tacos-guerrero-austin?hrid=hac8m6s4qA5XiVU5vMXyRg&osq=Restaurants
695,Bodhi Viet Veggie Cuisine,38 reviews,Vietnamese,Vegetarian,,Austin,,(512) 696-1807,https://www.yelp.com/biz/bodhi-viet-veggie-cuisine-austin-8?hrid=g9xroyqW9K_lO5LNX5Rzzg&osq=Restaurants
696,The Steeping Room,224 reviews,Breakfast & Brunch,Tea Rooms,4400 N Lamar Blvd ,Austin,78756,(512) 467-2663,https://www.yelp.com/biz/the-steeping-room-austin-2?hrid=YziesWszGk8JJ5ZPM7UfIw&osq=Restaurants
697,Epicerie Cafe & Grocery,278 reviews,Grocery,Cafes,2307 Hancock Dr ,Austin,78756,(512) 371-6840,https://www.yelp.com/biz/epicerie-cafe-and-grocery-austin-4?hrid=wCEsXhBTk8Z6Ag5w-nejMQ&osq=Restaurants
698,Roland's Soul Food And Fish,38 reviews,Seafood,Fish & Chips,1311 Chestnut Ave ,Austin,78702,(512) 499-8833,https://www.yelp.com/biz/rolands-soul-food-and-fish-austin?hrid=NDNUXZWjFyuNWpki48m2bg&osq=Restaurants
699,Halcyon,696 reviews,Coffee & Tea,Breakfast & Brunch,218 W 4th St ,Austin,78701,(512) 472-9637,https://www.yelp.com/biz/halcyon-austin-2?hrid=eafiW7Hlwa0Z4Bb-bdysRg&osq=Restaurants
700,Cipollina,213 reviews,Italian,,1213 W Lynn St ,Austin,78703,(512) 477-5211,https://www.yelp.com/biz/cipollina-austin-2?hrid=TXVbTKZsHsFqBCBeY3LBCQ&osq=Restaurants
701,Dos Batos - Woodfired Tacos,417 reviews,Mexican,,2525 W Anderson Ln ,Austin,78757,(512) 452-0001,https://www.yelp.com/biz/dos-batos-woodfired-tacos-austin?hrid=xix17qAGjcESv5Eg4z1AaA&osq=Restaurants
702,Sushi Junai,359 reviews,Sushi Bars,Japanese,1612 Lavaca St ,Austin,78701,(512) 322-2428,https://www.yelp.com/biz/sushi-junai-austin?hrid=cecnxyW0CsXL1s1-bh-LFg&osq=Restaurants
703,East Side Pies,572 reviews,Pizza,,1401 B Rosewood Ave ,Austin,78702,(512) 524-0933,https://www.yelp.com/biz/east-side-pies-austin?hrid=yTSypV8rJA0whf-LNNbsug&osq=Restaurants
704,St. Genevieve,149 reviews,Cocktail Bars,American (New),11500 Rock Rose Ave ,Austin,78758,(512) 659-5537,https://www.yelp.com/biz/st-genevieve-austin?hrid=i6bK8VFuM_z0EGdsRuaoGw&osq=Restaurants
705,Mr. Natural,266 reviews,Vegetarian,Gluten-Free,1901 E Cesar Chavez St ,Austin,78702,(512) 477-5228,https://www.yelp.com/biz/mr-natural-austin?hrid=e1d9W3seGh-6_T9PlxXdUA&osq=Restaurants
706,Chosun Korean BBQ,270 reviews,Korean,Barbeque,713 E Huntland Dr ,Austin,78752,(512) 419-1400,https://www.yelp.com/biz/chosun-korean-bbq-austin?hrid=LKzZCGZV1G6BLs9psbv-_A&osq=Restaurants
707,Uncle Julio's,249 reviews,Tex-Mex,Mexican,301 Brazos St ,Austin,78701,(512) 815-2100,https://www.yelp.com/biz/uncle-julios-austin?hrid=SBAIzR_T490HnQ64MuZRBQ&osq=Restaurants
708,Torchy's Tacos,231 reviews,Tex-Mex,Mexican,1801 E 51st St ,Austin,78723,(512) 322-2411,https://www.yelp.com/biz/torchys-tacos-austin-13?hrid=RJaO3YS_FWBn3xSLOPIhEw&osq=Restaurants
709,Phil's Icehouse,460 reviews,Burgers,,5620 Burnet Rd ,Austin,78756,(512) 524-1212,https://www.yelp.com/biz/phils-icehouse-austin-2?hrid=MUOiP-bbBYIum-Dygg31gA&osq=Restaurants
710,Mad Greens - South Austin,19 reviews,Salad,Soup,5601 Brodie Ln ,Austin,78745,(512) 975-7445,https://www.yelp.com/biz/mad-greens-south-austin-austin?hrid=Nc-B5LZ1kRwm3TGQsXE2KA&osq=Restaurants
711,Tam Deli & Cafe,397 reviews,Delis,Vietnamese,8222 N Lamar Blvd ,Austin,78753,(512) 271-6817,https://www.yelp.com/biz/tam-deli-and-cafe-austin?hrid=e3mcVbkIWl_EBK5e4V_L4w&osq=Restaurants
712,The Stonehouse Wood Fire Grill,36 reviews,Mediterranean,American (New),4209 Airport Blvd ,Austin,78723,(512) 769-6478,https://www.yelp.com/biz/stonehouse-wood-fire-grill-austin-3?hrid=P01tFfA0n8QMXr1a7s90Tw&osq=Restaurants
713,Vino Volo,57 reviews,Wine Bars,Tapas/Small Plates,2500 Hwy 71 E ,Austin,78617,(512) 385-8466,https://www.yelp.com/biz/vino-volo-austin-2?hrid=UDQATdenYAWi5Msn4W4gdQ&osq=Restaurants
714,Asiana Indian Cuisine,511 reviews,Indian,,801 E William Cannon Dr ,Austin,78745,(512) 445-3435,https://www.yelp.com/biz/asiana-indian-cuisine-austin?hrid=An7ka4RZGxqAHLpkY5yilQ&osq=Restaurants
715,Liz's Grill,16 reviews,American (Traditional),,11003 Harris Branch Pkwy ,Austin,78754,(512) 278-0558,https://www.yelp.com/biz/lizs-grill-austin?hrid=8EEALAPExiSOLLWf-hzqNA&osq=Restaurants
716,Sugar Mama's Bakeshop,832 reviews,Desserts,Bakeries,1905 S 1st St ,Austin,78704,(512) 448-3727,https://www.yelp.com/biz/sugar-mamas-bakeshop-austin-3?hrid=obcsDk_28CCIZsHJwOiKPA&osq=Restaurants
717,Brick Oven,120 reviews,Italian,Pizza,1209 Red River St ,Austin,78701,(512) 477-7006,https://www.yelp.com/biz/brick-oven-austin?hrid=RAkzOkOU1MHb4R9CW202gA&osq=Restaurants
718,Kesos Taco House,65 reviews,Tex-Mex,Mexican,600 W Martin Luther King Jr Blvd ,Austin,78701,(512) 992-0427,https://www.yelp.com/biz/kesos-taco-house-austin-2?hrid=bj2o0rUoVEueVlczq5XD_Q&osq=Restaurants
719,Bombay Dhaba,206 reviews,Food Trucks,Indian,1207 S 1st St ,Austin,78704,(737) 247-4323,https://www.yelp.com/biz/bombay-dhaba-austin?hrid=qzTuI1cJ379FJCBvkDJbgw&osq=Restaurants
720,Casa Chapala,269 reviews,Mexican,,9041 Research Blvd ,Austin,78758,(512) 459-4242,https://www.yelp.com/biz/casa-chapala-austin-4?hrid=Ix1yS4NLGVGUhvqV_kJXFA&osq=Restaurants
721,Pho Thaison,534 reviews,Vietnamese,Thai,2438 W Anderson Ln ,Austin,78757,(512) 420-0001,https://www.yelp.com/biz/pho-thaison-austin-8?hrid=4WsmDjNQTBY-wq76-z4nKg&osq=Restaurants
722,Salata,182 reviews,Salad,Vegan,10515 N Mopac Expy ,Austin,78759,(512) 487-5497,https://www.yelp.com/biz/salata-austin?hrid=c6HLjim-5SVYdYFaIsHRoQ&osq=Restaurants
723,New India Cuisine,388 reviews,Indian,Vegetarian,2304 S Congress Ave ,Austin,78704,(512) 445-9727,https://www.yelp.com/biz/new-india-cuisine-austin?hrid=KtJ5Pf84PUx413o7FE0Fdw&osq=Restaurants
724,Picnik Austin,229 reviews,Coffee & Tea,Gluten-Free,1700 S Lamar Blvd ,Austin,78704,(512) 293-6118,https://www.yelp.com/biz/picnik-austin-austin?hrid=4CVS7KrG4fm8aV_Ry8WBaA&osq=Restaurants
725,ALC Steaks,463 reviews,Steakhouses,Food Trucks,1205 N Lamar Blvd ,Austin,78703,(512) 472-1813,https://www.yelp.com/biz/alc-steaks-austin?hrid=nsuLiGmXiqYyiYod1EbcDQ&osq=Restaurants
726,MediterrIndian,19 reviews,Indian,Mediterranean,2512 Rio Grande St ,Austin,78705,(469) 626-9003,https://www.yelp.com/biz/mediterrindian-austin?hrid=4QMeRYovSqYy-sTypzFhSw&osq=Restaurants
727,Milto's,297 reviews,Pizza,Greek,2909 Guadalupe St ,Austin,78705,(512) 476-1021,https://www.yelp.com/biz/miltos-austin-5?hrid=7UIyHqhsPUMu9ctztEBSIA&osq=Restaurants
728,Piranha Killer Sushi,717 reviews,Sushi Bars,Desserts,207 San Jacinto Blvd ,Austin,78701,(512) 473-8775,https://www.yelp.com/biz/piranha-killer-sushi-austin?hrid=DsEV4p09AcZ4_zaK9NF-sA&osq=Restaurants
729,Pecos Tacos,11 reviews,Food Trucks,Tacos,,Austin,,(512) 554-4141,https://www.yelp.com/biz/pecos-tacos-austin?hrid=0xU-KLJcfWr7dHRvHab_IQ&osq=Restaurants
